PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,FamilySize,Title
839,1,3,male,32.0,0,0,56.4958,Unknown,S,1,Mr
840,1,1,male,28.0,0,0,29.7,C47,C,1,Mr
841,0,3,male,20.0,0,0,7.925,Unknown,S,1,Mr
842,0,2,male,16.0,0,0,10.5,Unknown,S,1,Mr
843,1,1,female,30.0,0,0,31.0,Unknown,C,1,Miss
844,0,3,male,34.5,0,0,6.4375,Unknown,C,1,Mr
845,0,3,male,17.0,0,0,8.6625,Unknown,S,1,Mr
846,0,3,male,42.0,0,0,7.55,Unknown,S,1,Mr
847,0,3,male,28.0,8,2,69.55,Unknown,S,11,Mr
848,0,3,male,35.0,0,0,7.8958,Unknown,C,1,Mr
849,0,2,male,28.0,0,1,33.0,Unknown,S,2,Officer
850,1,1,female,28.0,1,0,89.1042,C92,C,2,Mrs
851,0,3,male,4.0,4,2,31.275,Unknown,S,7,Master
852,0,3,male,74.0,0,0,7.775,Unknown,S,1,Mr
853,0,3,female,9.0,1,1,15.2458,Unknown,C,3,Miss
854,1,1,female,16.0,0,1,39.4,D28,S,2,Miss
855,0,2,female,44.0,1,0,26.0,Unknown,S,2,Mrs
856,1,3,female,18.0,0,1,9.35,Unknown,S,2,Mrs
857,1,1,female,45.0,1,1,164.8667,Unknown,S,3,Mrs
858,1,1,male,51.0,0,0,26.55,E17,S,1,Mr
859,1,3,female,24.0,0,3,19.2583,Unknown,C,4,Mrs
860,0,3,male,28.0,0,0,7.2292,Unknown,C,1,Mr
861,0,3,male,41.0,2,0,14.1083,Unknown,S,3,Mr
862,0,2,male,21.0,1,0,11.5,Unknown,S,2,Mr
863,1,1,female,48.0,0,0,25.9292,D17,S,1,Mrs
864,0,3,female,28.0,8,2,69.55,Unknown,S,11,Miss
865,0,2,male,24.0,0,0,13.0,Unknown,S,1,Mr
866,1,2,female,42.0,0,0,13.0,Unknown,S,1,Mrs
867,1,2,female,27.0,1,0,13.8583,Unknown,C,2,Miss
868,0,1,male,31.0,0,0,50.4958,A24,S,1,Mr
869,0,3,male,28.0,0,0,9.5,Unknown,S,1,Mr
870,1,3,male,4.0,1,1,11.1333,Unknown,S,3,Master
871,0,3,male,26.0,0,0,7.8958,Unknown,S,1,Mr
872,1,1,female,47.0,1,1,52.5542,D35,S,3,Mrs
873,0,1,male,33.0,0,0,5.0,B51 B53 B55,S,1,Mr
874,0,3,male,47.0,0,0,9.0,Unknown,S,1,Mr
875,1,2,female,28.0,1,0,24.0,Unknown,C,2,Mrs
876,1,3,female,15.0,0,0,7.225,Unknown,C,1,Miss
877,0,3,male,20.0,0,0,9.8458,Unknown,S,1,Mr
878,0,3,male,19.0,0,0,7.8958,Unknown,S,1,Mr
879,0,3,male,28.0,0,0,7.8958,Unknown,S,1,Mr
880,1,1,female,56.0,0,1,83.1583,C50,C,2,Mrs
881,1,2,female,25.0,0,1,26.0,Unknown,S,2,Mrs
882,0,3,male,33.0,0,0,7.8958,Unknown,S,1,Mr
883,0,3,female,22.0,0,0,10.5167,Unknown,S,1,Miss
884,0,2,male,28.0,0,0,10.5,Unknown,S,1,Mr
885,0,3,male,25.0,0,0,7.05,Unknown,S,1,Mr
886,0,3,female,39.0,0,5,29.125,Unknown,Q,6,Mrs
887,0,2,male,27.0,0,0,13.0,Unknown,S,1,Officer
888,1,1,female,19.0,0,0,30.0,B42,S,1,Miss
889,0,3,female,28.0,1,2,23.45,Unknown,S,4,Miss
890,1,1,male,26.0,0,0,30.0,C148,C,1,Mr
891,0,3,male,32.0,0,0,7.75,Unknown,Q,1,Mr
